id,teks,label,kategori
902,Saya membaca kabar bahwa herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif.,valid,administrasi kampus
903,Magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan.,valid,karier mahasiswa
904,Di grup mahasiswa tertulis bahwa Tugas kuliah boleh sepenuhnya disalin dari internet tanpa membaca isinya. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
905,Tolong cek informasi ini: mahasiswa dapat mengabaikan aturan sitasi selama tugas terlihat rapi.,tidak_valid,etika akademik
906,"Saya membaca kabar bahwa informasi beasiswa resmi biasanya mencantumkan penyelenggara, persyaratan, manfaat, dan kontak yang dapat diverifikasi.",valid,beasiswa
907,Saya membaca kabar bahwa plagiarisme adalah tindakan mengambil karya atau ide orang lain tanpa mencantumkan sumber yang semestinya.,valid,etika akademik
908,"Apakah benar bahwa Informasi beasiswa resmi biasanya mencantumkan penyelenggara, persyaratan, manfaat, dan kontak yang dapat diverifikasi. Mohon dijelaskan secara singkat.",valid,beasiswa
909,Ada informasi yang menyatakan bahwa Informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
910,"Apakah benar bahwa LMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran. Mohon dijelaskan secara singkat.",valid,teknologi pendidikan
911,Tolong cek informasi ini: password akun kampus boleh dikirim melalui chat kepada orang yang mengaku admin.,tidak_valid,keamanan digital
912,Bisakah chatbot menilai informasi berikut: UKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi. Mohon dijelaskan secara singkat.,valid,administrasi kampus
913,Di grup mahasiswa tertulis bahwa sKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah.,valid,layanan akademik
914,"Bisakah chatbot menilai informasi berikut: Organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama. Mohon dijelaskan secara singkat.",valid,informasi kampus
915,Mohon bantu periksa: mahasiswa perlu memperhatikan prasyarat mata kuliah sebelum mengambil mata kuliah lanjutan.,valid,layanan akademik
916,Benarkah pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara.,tidak_valid,hoaks digital
917,Apakah benar bahwa situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi.,tidak_valid,keamanan digital
918,Benarkah Plagiarisme diperbolehkan selama tugas dikumpulkan tepat waktu. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
919,"Di grup mahasiswa tertulis bahwa Mahasiswa sebaiknya memeriksa informasi beasiswa melalui website resmi kampus, kementerian, atau lembaga penyelenggara.",valid,beasiswa
920,Saya mendapatkan informasi bahwa plagiarisme adalah tindakan mengambil karya atau ide orang lain tanpa mencantumkan sumber yang semestinya.,valid,etika akademik
921,Saya membaca kabar bahwa sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme.,valid,sumber belajar
922,Ada informasi yang menyatakan bahwa kHS adalah Kartu Hasil Studi yang berisi nilai mata kuliah mahasiswa pada semester tertentu.,valid,ujian dan nilai
923,Mahasiswa harus mengirim foto kartu identitas dan password email ke nomor pribadi untuk aktivasi kuliah.,tidak_valid,keamanan digital
924,Saya mendapatkan informasi bahwa Mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
925,Plagiarisme adalah tindakan mengambil karya atau ide orang lain tanpa mencantumkan sumber yang semestinya.,valid,etika akademik
926,Situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi.,tidak_valid,keamanan digital
927,Benarkah Tugas kuliah boleh sepenuhnya disalin dari internet tanpa membaca isinya. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
928,Apakah benar bahwa Mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
929,Apakah informasi ini valid: Daftar pustaka digunakan untuk mencantumkan sumber referensi yang digunakan dalam karya ilmiah. Mohon dijelaskan secara singkat.,valid,sumber belajar
930,Ada informasi yang menyatakan bahwa praktikum membantu mahasiswa menerapkan teori ke dalam kegiatan percobaan atau praktik langsung.,valid,perkuliahan
931,Mahasiswa dapat mengisi KRS melalui tautan tidak resmi yang dibagikan di pesan berantai.,tidak_valid,hoaks akademik
932,Saya membaca kabar bahwa Mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
933,Apakah informasi ini valid: Plagiarisme diperbolehkan selama tugas dikumpulkan tepat waktu. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
934,"Saya mendapatkan informasi bahwa informasi kampus yang benar biasanya memiliki sumber, kontak, dan kanal resmi yang jelas.",valid,literasi digital
935,Praktikum membantu mahasiswa menerapkan teori ke dalam kegiatan percobaan atau praktik langsung.,valid,perkuliahan
936,Benarkah Mahasiswa perlu memperhatikan prasyarat mata kuliah sebelum mengambil mata kuliah lanjutan. Mohon dijelaskan secara singkat.,valid,layanan akademik
937,Apakah benar bahwa kode OTP beasiswa harus dikirim ke admin pribadi agar bantuan pendidikan dapat dicairkan.,tidak_valid,hoaks beasiswa
938,Bisakah chatbot menilai informasi berikut: sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme.,valid,sumber belajar
939,Benarkah informasi kelas pengganti sebaiknya dikonfirmasi kepada dosen pengampu atau program studi.,valid,perkuliahan
940,Benarkah mahasiswa perlu menggunakan referensi ilmiah dalam penulisan laporan.,valid,sumber belajar
941,Benarkah Parafrase tetap memerlukan sitasi apabila gagasan yang digunakan berasal dari sumber lain. Mohon dijelaskan secara singkat.,valid,etika akademik
942,Saya mendapatkan informasi bahwa beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup.,tidak_valid,hoaks beasiswa
943,Bisakah chatbot menilai informasi berikut: Semua pengumuman kampus dari akun anonim dapat langsung dipercaya. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
944,Ada informasi yang menyatakan bahwa akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik.,tidak_valid,hoaks digital
945,Bisakah chatbot menilai informasi berikut: Kode OTP tidak boleh diberikan kepada orang lain karena dapat digunakan untuk mengakses akun pribadi. Mohon dijelaskan secara singkat.,valid,keamanan digital
946,Ada informasi yang menyatakan bahwa beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup.,tidak_valid,hoaks beasiswa
947,Saya mendapatkan informasi bahwa Transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
948,Nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi.,tidak_valid,hoaks akademik
949,Surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi.,valid,administrasi kampus
950,Ada informasi yang menyatakan bahwa Sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme. Mohon dijelaskan secara singkat.,valid,sumber belajar
951,"Asistensi praktikum biasanya membantu mahasiswa memahami prosedur, penggunaan alat, atau penyelesaian tugas praktikum.",valid,perkuliahan
952,Bisakah chatbot menilai informasi berikut: Informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
953,Mohon bantu periksa: portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal.,tidak_valid,hoaks digital
954,Apakah benar bahwa magang dapat membantu mahasiswa memperoleh pengalaman kerja dan menerapkan ilmu yang dipelajari di perkuliahan.,valid,karier mahasiswa
955,Saya mendapatkan informasi bahwa Diskusi kelas dapat membantu mahasiswa memahami materi melalui pertukaran pendapat dan argumentasi. Mohon dijelaskan secara singkat.,valid,perkuliahan
956,Saya membaca kabar bahwa password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat.,tidak_valid,keamanan digital
957,Remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu.,valid,ujian dan nilai
958,Saya membaca kabar bahwa Tugas kuliah boleh sepenuhnya disalin dari internet tanpa membaca isinya. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
959,Bisakah chatbot menilai informasi berikut: informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik.,tidak_valid,hoaks beasiswa
960,Apakah benar bahwa portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal.,tidak_valid,hoaks digital
961,Bisakah chatbot menilai informasi berikut: mahasiswa dijamin lulus semua mata kuliah jika membayar biaya tambahan ke rekening pribadi.,tidak_valid,hoaks akademik
962,Di grup mahasiswa tertulis bahwa uKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi.,valid,administrasi kampus
963,Saya membaca kabar bahwa transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi.,valid,ujian dan nilai
964,Mohon bantu periksa: Situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
965,"Benarkah Silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan. Mohon dijelaskan secara singkat.",valid,perkuliahan
966,Benarkah Daftar pustaka digunakan untuk mencantumkan sumber referensi yang digunakan dalam karya ilmiah. Mohon dijelaskan secara singkat.,valid,sumber belajar
967,Tautan mencurigakan perlu dihindari jika meminta data pribadi atau mengarahkan ke domain tidak dikenal.,valid,keamanan digital
968,Apakah informasi ini valid: password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat.,tidak_valid,keamanan digital
969,Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik.,tidak_valid,hoaks digital
970,Apakah benar bahwa Informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
971,Ada informasi yang menyatakan bahwa Password portal akademik boleh dibagikan kepada teman agar proses akademik lebih cepat. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
972,Tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa.,valid,perkuliahan
973,Mohon bantu periksa: Password akun akademik harus dijaga kerahasiaannya agar tidak disalahgunakan pihak lain. Mohon dijelaskan secara singkat.,valid,keamanan digital
974,Apakah informasi ini valid: kode OTP tidak boleh diberikan kepada orang lain karena dapat digunakan untuk mengakses akun pribadi.,valid,keamanan digital
975,Benarkah Dosen pembimbing akademik membantu mahasiswa dalam merencanakan studi dan menyelesaikan kendala akademik. Mohon dijelaskan secara singkat.,valid,layanan akademik
976,"Di grup mahasiswa tertulis bahwa informasi valid biasanya memiliki sumber jelas, dapat diverifikasi, dan tidak menggunakan klaim berlebihan.",valid,literasi digital
977,"Nilai akhir mata kuliah dapat dipengaruhi oleh tugas, kuis, praktikum, UTS, UAS, dan komponen penilaian lain.",valid,ujian dan nilai
978,"Tolong cek informasi ini: informasi kampus yang benar biasanya memiliki sumber, kontak, dan kanal resmi yang jelas.",valid,literasi digital
979,Apakah benar bahwa remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu.,valid,ujian dan nilai
980,Ada informasi yang menyatakan bahwa Presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan. Mohon dijelaskan secara singkat.,valid,perkuliahan
981,Mohon bantu periksa: uTS adalah Ujian Tengah Semester yang biasanya digunakan untuk mengevaluasi pemahaman mahasiswa pada pertengahan semester.,valid,ujian dan nilai
982,Tolong cek informasi ini: Dosen pembimbing akademik membantu mahasiswa dalam merencanakan studi dan menyelesaikan kendala akademik. Mohon dijelaskan secara singkat.,valid,layanan akademik
983,Apakah informasi ini valid: Remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
984,"Saya membaca kabar bahwa Organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama. Mohon dijelaskan secara singkat.",valid,informasi kampus
985,Tolong cek informasi ini: remedial dapat diberikan sesuai kebijakan dosen atau program studi apabila mahasiswa belum mencapai standar tertentu.,valid,ujian dan nilai
986,Ada informasi yang menyatakan bahwa Tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa. Mohon dijelaskan secara singkat.,valid,perkuliahan
987,UKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi.,valid,administrasi kampus
988,Apakah benar bahwa mahasiswa boleh membuka link akademik dari nomor tidak dikenal tanpa memeriksa sumbernya.,tidak_valid,keamanan digital
989,Saya membaca kabar bahwa Portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
990,Mohon bantu periksa: herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif.,valid,administrasi kampus
991,Tolong cek informasi ini: Semua informasi viral tentang kampus pasti benar karena banyak dibagikan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
992,Benarkah Mahasiswa dapat membayar jasa untuk membuat skripsi agar cepat lulus. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
993,"Saya membaca kabar bahwa pembelajaran daring membutuhkan koneksi internet, perangkat pendukung, dan kedisiplinan mahasiswa.",valid,teknologi pendidikan
994,"Mohon bantu periksa: informasi beasiswa resmi biasanya mencantumkan penyelenggara, persyaratan, manfaat, dan kontak yang dapat diverifikasi.",valid,beasiswa
995,Di grup mahasiswa tertulis bahwa diskusi kelas dapat membantu mahasiswa memahami materi melalui pertukaran pendapat dan argumentasi.,valid,perkuliahan
996,Bisakah chatbot menilai informasi berikut: mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus.,valid,ujian dan nilai
997,Mohon bantu periksa: literasi digital membantu mahasiswa mengevaluasi informasi sebelum mempercayai atau membagikannya.,valid,literasi digital
998,Bisakah chatbot menilai informasi berikut: Semua informasi viral tentang kampus pasti benar karena banyak dibagikan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
999,"Apakah informasi ini valid: silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan.",valid,perkuliahan
1000,Herregistrasi adalah proses pendaftaran ulang mahasiswa agar status akademiknya tetap aktif.,valid,administrasi kampus
1001,Kabar yang belum terbukti menyebutkan bahwa kampus bangkrut tahun ini.,tidak_valid,literasi digital
1002,Informasi tidak resmi menyebutkan bahwa pembayaran UKT dihapus permanen mulai besok.,tidak_valid,literasi digital
1003,Terdapat rumor bahwa mahasiswa bebas tidak masuk kuliah selama satu semester.,tidak_valid,literasi digital
1004,Beredar kabar bahwa semua mahasiswa akan diliburkan selama 3 bulan tanpa surat resmi.,tidak_valid,literasi digital
1005,Dosen pembimbing skripsi dapat ditemui sesuai jadwal konsultasi resmi.,valid,layanan akademik
1006,Pesan viral menyebutkan bahwa ijazah dapat dibeli tanpa mengikuti kuliah.,tidak_valid,literasi digital
1007,Isu yang beredar menyatakan bahwa kampus akan ditutup minggu depan.,tidak_valid,literasi digital
1008,Beredar informasi palsu bahwa semua tugas akhir dihapus mulai semester depan.,tidak_valid,literasi digital
1009,Pesan anonim menyatakan bahwa nilai dapat diubah dengan membayar sejumlah uang.,tidak_valid,ujian dan nilai
1010,Katanya semua mahasiswa otomatis lulus tanpa mengikuti ujian akhir.,tidak_valid,ujian dan nilai
1011,Kampus menyediakan layanan konseling gratis bagi mahasiswa.,valid,literasi digital
1012,Fakultas Teknik mengadakan pelatihan AI untuk mahasiswa tingkat akhir.,valid,literasi digital
1013,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 2.,valid,beasiswa
1014,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 7.,valid,beasiswa
1015,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 8.,valid,beasiswa
1016,Informasi dari grup tidak resmi mengatakan bahwa semua dosen diberhentikan.,tidak_valid,literasi digital
1017,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 3.,valid,beasiswa
1018,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 1.,valid,beasiswa
1019,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 6.,valid,beasiswa
1020,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 5.,valid,beasiswa
1021,Program beasiswa akademik dibuka untuk mahasiswa aktif semester 4.,valid,beasiswa
1022,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 06-03-2008.,valid,akademik
1023,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 19-07-2025.,valid,akademik
1024,Perpustakaan kampus memperpanjang jam layanan hingga pukul 20.00.,valid,berita kampus
1025,Pembayaran UKT semester ganjil dibuka mulai 04-10-1984.,valid,administrasi kampus
1026,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 11-09-2015.,valid,akademik
1027,Pembayaran UKT semester ganjil dibuka mulai 28-11-1980.,valid,administrasi kampus
1028,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 17-09-1988.,valid,akademik
1029,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 11-06-2012.,valid,akademik
1030,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 16-04-1979.,valid,berita kampus
1031,Pembayaran UKT semester ganjil dibuka mulai 04-10-1988.,valid,administrasi kampus
1032,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 04-02-2011.,valid,berita kampus
1033,Pembayaran UKT semester ganjil dibuka mulai 28-07-2020.,valid,administrasi kampus
1034,Pembayaran UKT semester ganjil dibuka mulai 18-08-2008.,valid,administrasi kampus
1035,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 08-02-1977.,valid,berita kampus
1036,Universitas mengadakan seminar nasional di aula kampus pada 07-10-1983.,valid,berita kampus
1037,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 30-09-1982.,valid,akademik
1038,Universitas mengadakan seminar nasional di aula kampus pada 05-05-2012.,valid,berita kampus
1039,Universitas mengadakan seminar nasional di aula kampus pada 28-12-2005.,valid,berita kampus
1040,Universitas mengadakan seminar nasional di aula kampus pada 09-02-2014.,valid,berita kampus
1041,Universitas mengadakan seminar nasional di aula kampus pada 21-11-1979.,valid,berita kampus
1042,Universitas mengadakan seminar nasional di aula kampus pada 20-11-1983.,valid,berita kampus
1043,Pembayaran UKT semester ganjil dibuka mulai 28-01-2004.,valid,administrasi kampus
1044,Universitas mengadakan seminar nasional di aula kampus pada 14-02-2010.,valid,berita kampus
1045,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 26-11-1998.,valid,berita kampus
1046,Pembayaran UKT semester ganjil dibuka mulai 08-09-1981.,valid,administrasi kampus
1047,Pembayaran UKT semester ganjil dibuka mulai 27-08-2012.,valid,administrasi kampus
1048,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 22-09-1982.,valid,akademik
1049,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 19-03-1993.,valid,akademik
1050,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 15-09-1970.,valid,akademik
1051,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 22-05-2005.,valid,akademik
1052,Universitas mengadakan seminar nasional di aula kampus pada 24-08-2000.,valid,berita kampus
1053,Universitas mengadakan seminar nasional di aula kampus pada 08-03-1975.,valid,berita kampus
1054,Pembayaran UKT semester ganjil dibuka mulai 10-05-1997.,valid,administrasi kampus
1055,Universitas mengadakan seminar nasional di aula kampus pada 13-05-1989.,valid,berita kampus
1056,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 12-07-1982.,valid,akademik
1057,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 04-04-2009.,valid,akademik
1058,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 09-01-1991.,valid,berita kampus
1059,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 25-08-1982.,valid,akademik
1060,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 09-06-2024.,valid,akademik
1061,Universitas mengadakan seminar nasional di aula kampus pada 08-04-1990.,valid,berita kampus
1062,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 23-04-2022.,valid,akademik
1063,Pembayaran UKT semester ganjil dibuka mulai 29-07-2021.,valid,administrasi kampus
1064,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 25-11-2016.,valid,akademik
1065,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 21-06-2016.,valid,berita kampus
1066,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 07-03-1989.,valid,akademik
1067,Universitas mengadakan seminar nasional di aula kampus pada 11-09-1997.,valid,berita kampus
1068,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 30-11-2025.,valid,akademik
1069,Universitas mengadakan seminar nasional di aula kampus pada 02-10-1984.,valid,berita kampus
1070,Universitas mengadakan seminar nasional di aula kampus pada 12-10-1974.,valid,berita kampus
1071,Universitas mengadakan seminar nasional di aula kampus pada 27-06-2011.,valid,berita kampus
1072,Pembayaran UKT semester ganjil dibuka mulai 09-09-1989.,valid,administrasi kampus
1073,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 08-03-1983.,valid,akademik
1074,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 04-01-1985.,valid,berita kampus
1075,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 12-01-2025.,valid,akademik
1076,Universitas mengadakan seminar nasional di aula kampus pada 13-06-2003.,valid,berita kampus
1077,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 23-05-1996.,valid,akademik
1078,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 29-09-1992.,valid,akademik
1079,Pembayaran UKT semester ganjil dibuka mulai 19-10-1978.,valid,administrasi kampus
1080,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 24-09-1987.,valid,akademik
1081,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 06-06-1972.,valid,akademik
1082,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 08-03-2017.,valid,akademik
1083,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 05-06-1985.,valid,akademik
1084,Universitas mengadakan seminar nasional di aula kampus pada 06-04-2023.,valid,berita kampus
1085,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 27-07-2009.,valid,akademik
1086,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 12-08-1978.,valid,akademik
1087,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 14-12-1979.,valid,akademik
1088,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 21-05-1970.,valid,berita kampus
1089,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 21-05-1980.,valid,akademik
1090,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 14-01-1996.,valid,akademik
1091,Universitas mengadakan seminar nasional di aula kampus pada 12-11-1995.,valid,berita kampus
1092,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 01-06-1993.,valid,berita kampus
1093,Universitas mengadakan seminar nasional di aula kampus pada 02-10-1973.,valid,berita kampus
1094,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 07-12-1979.,valid,akademik
1095,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 21-11-1990.,valid,akademik
1096,Pembayaran UKT semester ganjil dibuka mulai 28-09-1981.,valid,administrasi kampus
1097,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 24-04-1984.,valid,berita kampus
1098,Universitas mengadakan seminar nasional di aula kampus pada 29-07-2022.,valid,berita kampus
1099,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 03-10-1999.,valid,berita kampus
1100,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 27-08-2014.,valid,akademik
1101,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 30-06-1992.,valid,berita kampus
1102,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 28-10-1974.,valid,akademik
1103,Pembayaran UKT semester ganjil dibuka mulai 12-07-2020.,valid,administrasi kampus
1104,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 26-08-2001.,valid,akademik
1105,Pembayaran UKT semester ganjil dibuka mulai 12-02-1989.,valid,administrasi kampus
1106,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 03-08-1979.,valid,akademik
1107,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 21-11-1992.,valid,berita kampus
1108,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 04-02-1991.,valid,berita kampus
1109,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 20-04-1988.,valid,akademik
1110,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 05-11-2002.,valid,berita kampus
1111,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 24-12-1990.,valid,akademik
1112,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 01-10-1987.,valid,berita kampus
1113,Pembayaran UKT semester ganjil dibuka mulai 30-04-1996.,valid,administrasi kampus
1114,Mahasiswa diwajibkan mengisi KRS sebelum tanggal 26-06-1974.,valid,akademik
1115,Universitas mengadakan seminar nasional di aula kampus pada 26-04-1998.,valid,berita kampus
1116,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 11-11-2016.,valid,berita kampus
1117,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 05-11-2013.,valid,akademik
1118,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 04-07-2021.,valid,akademik
1119,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 13-09-1978.,valid,akademik
1120,Universitas mengadakan seminar nasional di aula kampus pada 27-09-1980.,valid,berita kampus
1121,Universitas mengadakan seminar nasional di aula kampus pada 22-04-2005.,valid,berita kampus
1122,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 19-05-1971.,valid,akademik
1123,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 16-03-2017.,valid,akademik
1124,Universitas mengadakan seminar nasional di aula kampus pada 20-12-1985.,valid,berita kampus
1125,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 17-06-1992.,valid,berita kampus
1126,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 17-03-2016.,valid,berita kampus
1127,Universitas mengadakan seminar nasional di aula kampus pada 03-11-2019.,valid,berita kampus
1128,Universitas mengadakan seminar nasional di aula kampus pada 31-08-1979.,valid,berita kampus
1129,Pengumuman resmi dari kampus menyatakan bahwa jadwal ujian semester dimulai pada 08-12-2004.,valid,akademik
1130,Kegiatan wisuda akan dilaksanakan di gedung utama universitas pada 12-11-2008.,valid,berita kampus
1131,Pembayaran UKT semester ganjil dibuka mulai 03-11-1975.,valid,administrasi kampus
1132,Universitas mengadakan seminar nasional di aula kampus pada 06-12-1978.,valid,berita kampus
